FIPS,POP_SQMI,AVE_HH_SZ
26057,72.9,2.49
26059,76.3,2.53
26061,36,2.38
26063,37.9,2.27
26065,521.5,2.36
26067,113,2.64
26069,44.6,2.17
26071,10.1,2.06
26073,127.3,2.49
26075,220.7,2.48
26077,454.5,2.4
26079,30.5,2.44
26081,748,2.6
26083,3.9,2.12
26085,19.9,2.16
26087,134.9,2.64
26089,59.9,2.31
26091,131.6,2.52
26093,330.9,2.67
26095,7.2,2.25
26097,10.1,2.19
26099,1819.4,2.51
26101,45.2,2.27
26103,35.5,2.26
26105,57.5,2.37
26107,76.4,2.45
26109,22.6,2.26
26111,160.9,2.46
26113,26.1,2.51
26115,274.8,2.59
26117,88.8,2.57
26119,15.8,2.18
26121,332.9,2.53
26123,57.1,2.6
26125,1382.2,2.46
26127,48.8,2.58
26129,36.3,2.31
26131,4.7,2.06
26133,41,2.5
26135,14.4,2.27
26137,47.3,2.44
26139,501,2.73
26141,18.8,2.2
26143,41.6,2.11
26145,237.4,2.44
26147,222.2,2.52
26149,117.8,2.6
26151,43.8,2.48
26153,6.7,2.22
26155,128.6,2.54
26157,66.5,2.52
26159,122,2.61
26161,512.3,2.38
26163,2865.6,2.56
26165,58.7,2.48
27001,8.1,2.18
27003,795,2.7
27005,24.2,2.42
27007,15.5,2.51
27009,98.9,2.48
27011,9.8,2.24
27013,90.8,2.43
27015,42.4,2.3
27017,42.2,2.47
27019,280.6,2.74
27021,12.7,2.37
27023,21.2,2.33
27025,129.4,2.68
27027,63.1,2.48
27029,8.7,2.43
27031,3.4,2.05
27033,17.9,2.36
27035,57.6,2.37
27037,727.4,2.6
27039,48.3,2.67
27041,54.2,2.32
27043,19.7,2.28
27045,25.1,2.4
27047,42.8,2.32
27049,60.7,2.42
27051,10.8,2.27
27053,2070.7,2.37
27055,34,2.39
27057,21.2,2.34
27059,89.5,2.67
27061,15.9,2.35
27063,14.1,2.29
27065,30,2.49
27067,50.4,2.46
27069,4.1,2.24
27071,4.1,2.23
27073,8.8,2.25
27075,4.8,2.21
27077,2.2,2.24
27079,59.3,2.55
27081,10.7,2.24
27083,36.5,2.42
27085,72.8,2.47
27087,9.4,2.64
27089,5.2,2.35
27091,27.7,2.27
27093,36.9,2.5
27095,39.4,2.52
27097,29.9,2.5
27099,55.3,2.43
27101,11.9,2.3
27103,73.9,2.46
27105,30.3,2.64
27107,7.8,2.34
27109,244.2,2.48
27111,27,2.33
27113,23.6,2.33
27115,20.7,2.46
27117,20.2,2.32
27119,16.3,2.38
27121,16.2,2.28
27123,3199.6,2.42
27125,9.6,2.33
27127,17.8,2.38
27129,15.5,2.34
27131,129.6,2.55
27133,20.4,2.41
27135,9.6,2.45
27137,30.2,2.25
27139,400.6,2.85
27141,214,2.86
27143,25.9,2.49
27145,116.6,2.53
27147,87.1,2.51
27149,17.3,2.37
27151,12.7,2.27
27153,25.7,2.52
27155,6,2.27
27157,39.7,2.43
27159,26.2,2.34
27161,44,2.44
27163,613.4,2.67
27165,25.2,2.45
27167,8.6,2.39
27169,81.8,2.4
27171,192,2.78
27173,13.4,2.36
28001,64.7,2.37
28003,93.2,2.44
28005,17.2,2.43
28007,26,2.52
28009,21.1,2.54
28011,36.6,2.56
28013,25.1,2.46
28015,17,2.45
28017,34.8,2.59
28019,20,2.45
28021,19.7,2.53
28023,23.5,2.48
28025,48,2.53
28027,43.1,2.69
28029,37.5,2.65
28031,48.7,2.6
28033,364.3,2.78
28035,161.3,2.48
28037,14.2,2.51
28039,49.5,2.76
28041,19.1,2.64
28043,48.5,2.47
28045,101.5,2.5
28047,351.4,2.54
28049,275.5,2.6
28051,25.6,2.69
28053,20.4,2.75
28055,3.2,2.45
28057,44.4,2.53
28059,194.3,2.65
28061,25.4,2.5
28063,14.2,2.5
28065,30.7,2.49
28067,97.7,2.61
28069,14.4,2.49
28071,83.1,2.31
28073,118.7,2.57
28075,110.3,2.46
28077,30.9,2.55
28079,38.1,2.65
28081,189.9,2.55
28083,49.5,2.59
28085,59.7,2.57
28087,117.3,2.49
28089,148.5,2.61
28091,47.3,2.6
28093,52.3,2.65
28095,47.6,2.53
28097,25.3,2.44
28099,51.6,2.7
28101,37.6,2.57
28103,16.1,2.64
28105,110.2,2.3
28107,49.8,2.68
28109,69.6,2.63
28111,19.1,2.6
28113,98.1,2.57
28115,63.9,2.66
28117,60.8,2.49
28119,19.7,2.64
28121,189.2,2.57
28123,47.7,2.74
28125,10.9,2.62
28127,46.1,2.6
28129,27.3,2.63
28131,40.7,2.68
28133,40,2.81
28135,23.3,2.67
28137,71.1,2.75
28139,49.1,2.55
28141,44.9,2.37
28143,22.2,2.72
28145,68.9,2.6
28147,36.9,2.6
28149,77.5,2.55
28151,62.7,2.67
28153,25.7,2.54
28155,23.6,2.51
28157,14.2,2.52
28159,30,2.51
28161,25.9,2.42
28163,29.6,2.71
29001,45,2.3
29003,40,2.55
29005,9.9,2.24
29007,37.4,2.44
29009,45.8,2.51
29011,20.2,2.5
29013,19.5,2.48
29015,25.7,2.23
29017,19.7,2.52
29019,262.7,2.4
29021,212.8,2.45
29023,61.9,2.38
29025,21.6,2.51
29027,53.8,2.48
29029,61.3,2.27
29031,137.2,2.41
29033,12.9,2.38
29035,12.5,2.43
29037,149.7,2.65
29039,28.9,2.37
29041,9.8,2.35
29043,153,2.64
29045,13.3,2.4
29047,592.4,2.51
29049,50,2.55
29051,196.5,2.39
29053,31.3,2.45
29055,33.6,2.48
29057,15.6,2.37
29059,30.4,2.54
29061,15.4,2.58
29063,30.1,2.43
29065,20.7,2.44
29067,16.6,2.43
29069,56.5,2.44
29071,113.7,2.57
29073,28.6,2.4
29075,13.5,2.45
29077,436.4,2.31
29079,23,2.36
29081,12,2.4
29083,29.6,2.34
29085,22.7,2.19
29087,9.8,2.26
29089,21.3,2.37
29091,43.6,2.46
29093,20.7,2.37
29095,1155.2,2.41
29097,196.2,2.52
29099,342.9,2.65
29101,65,2.53
29103,7.9,2.37
29105,47,2.5
29107,52.4,2.51
29109,64.3,2.56
29111,20.1,2.43
29113,88.4,2.75
29115,20.1,2.38
29117,28.7,2.36
29119,46.5,2.73
29121,18.6,2.38
29123,25.2,2.46
29125,17.3,2.46
29127,66,2.41
29129,8.3,2.39
29131,42.7,2.47
29133,32.4,2.41
29135,38.7,2.58
29137,12.9,2.39
29139,21.8,2.43
29141,34.1,2.4
29143,26.7,2.41
29145,94.4,2.6
29147,26.2,2.31
29149,13.7,2.38
29151,23.5,2.53
29153,12.6,2.29
29155,33.6,2.46
29157,41.4,2.54
29159,61.8,2.52
29161,68.7,2.4
29163,27.2,2.49
29165,233.7,2.45
29167,49.7,2.54
29169,97.8,2.64
29171,9.5,2.31
29173,21.2,2.47
29175,51.8,2.46
29177,41,2.59
29179,8.5,2.37
29181,22.6,2.49
29183,686.6,2.64
29185,14.3,2.31
29186,35.8,2.54
29187,150.4,2.45
29189,1933.1,2.42
29195,30.4,2.46
29197,14.3,2.44
29199,11.1,2.54
29201,94,2.49
29203,8.6,2.42
29205,12.3,2.39
29207,36.5,2.39
29209,63.3,2.33
29211,9.6,2.41
29213,84.7,2.41
29215,22.3,2.4
29217,25.1,2.42
29219,78.7,2.61
29221,33.2,2.58
29223,19.2,2.34
29225,65.6,2.7
29227,8,2.24
29229,26.9,2.48
29510,4777.6,2.16
30001,1.7,2.19
30003,2.6,3.18
30005,1.5,2.66
30007,4.6,2.37
30009,5.2,2.19
30011,0.4,2.16
30013,30.6,2.33
30015,1.4,2.48
30017,3.2,2.24
30019,1.2,2.14
30021,3.9,2.26
30023,12.5,2.11
30025,1.9,2.32
30027,2.7,2.18
30029,19.4,2.4
30031,41.6,2.36
30033,0.3,2.27
30035,4.4,2.91
30037,0.7,2.19
30039,2,2.14
30041,5.7,2.47
30043,7.2,2.48
30045,1.1,2.24
30047,18.2,2.46
30049,19.7,2.3
30051,1.6,2.36
30053,5.4,2.2
30055,0.6,2.22
30057,2.2,2.11
30059,0.8,2.13
30061,3.4,2.2
30063,45.8,2.3
30065,2.4,2.19
30067,5.9,2.12
30069,0.3,2.2
30071,0.8,2.27
30073,3.7,2.41
30075,0.5,2.26
30077,2.9,2.23
30079,0.7,2.1
30081,18,2.35
30083,5.5,2.33
30085,4.6,2.88
30087,1.8,2.7
30089,4.2,2.19
30091,2.1,2.08
30093,49,2.22
30095,5.1,2.37
30097,1.9,2.27
30099,2.6,2.29
30101,2.8,2.26
30103,0.7,2.14
30105,1.5,2.26
30107,1.5,2.28
30109,1.2,2.17
30111,62.6,2.38
31001,57.4,2.39
31003,7.6,2.33
31005,0.7,2.46
31007,0.9,2.35
31009,0.7,2.44
31011,8,2.32
31013,10.4,2.35
31015,3.6,2.2
31017,2.4,2.14
31019,52,2.43
31021,13.6,2.32
31023,13.7,2.42
31025,46.8,2.57
31027,11.8,2.46
31029,4.4,2.32
31031,1,2.24
31033,8.6,2.3
31035,11.1,2.43
31037,25.1,2.88
31039,15.8,2.4
31041,4.3,2.29
31043,78.9,2.88
31045,6.5,2.19
31047,23.7,2.7
31049,4.3,2.21
31051,12.2,2.5
31053,69.1,2.38
31055,1679.4,2.49
31057,2.1,2.19
31059,10.4,2.28
31061,5.3,2.25
31063,2.7,2.26
31065,6.8,2.23
31067,26,2.31
31069,1.2,2.1
31071,3.6,2.16
31073,4.5,2.36
31075,0.8,2.21
31077,4.3,2.32
31079,113.8,2.59
31081,17.4,2.53
31083,6,2.22
31085,1.3,2.34
31087,3.9,2.22
31089,4.3,2.31
31091,1,2.18
31093,11.5,2.38
31095,12.7,2.22
31097,14,2.31
31099,12.8,2.39
31101,7.4,2.22
31103,1.1,2.16
31105,3.9,2.26
31107,7.7,2.32
31109,377.4,2.4
31111,14.1,2.37
31113,1.4,2.35
31115,1.1,2.3
31117,0.6,2.55
31119,61.2,2.43
31121,16.1,2.43
31123,3.5,2.38
31125,8.2,2.36
31127,17.2,2.29
31129,7.6,2.14
31131,26.4,2.42
31133,6.3,2.22
31135,3.3,2.36
31137,17.4,2.37
31139,12.7,2.46
31141,48.6,2.51
31143,11.9,2.39
31145,15,2.29
31147,14.6,2.21
31149,1.5,2.18
31151,25.3,2.57
31153,754.6,2.71
31155,28.8,2.54
31157,49.6,2.42
31159,30.6,2.47
31161,2.2,2.25
31163,5.5,2.22
31165,0.6,2.27
31167,14.5,2.57
31169,9,2.21
31171,1,2.22
31173,18.2,3.19
31175,7.5,2.19
31177,53.6,2.54
31179,21.6,2.38
31181,6.5,2.28
31183,1.4,2.34
31185,24.1,2.32
32001,5,2.53
32003,274.4,2.7
32005,67.4,2.38
32007,3.2,2.77
32009,0.2,2.01
32011,0.5,2.38
32013,1.8,2.6
32015,1.1,2.6
32017,0.5,2.57
32019,27.8,2.61
32021,1.2,2.11
32023,2.6,2.42
32027,1.1,2.51
32029,15.7,2.3
32031,72.1,2.55
32033,1.1,2.37
32510,353.6,2.41
33001,135.5,2.39
33003,49.7,2.25
33005,106.9,2.4
33007,18.1,2.23
33009,52.5,2.28
33011,467.4,2.53
33013,159.9,2.46
33015,437.7,2.54
33017,344.7,2.44
33019,80.9,2.37
34001,486.6,2.61
34003,3966.4,2.66
34005,561.2,2.62
34007,2299.4,2.65
34009,361.1,2.32
34011,310.3,2.79
34013,6329.2,2.68
34015,912.3,2.72
34017,14724.8,2.54
34019,293.2,2.62
34021,1639.7,2.61
34023,2719.1,2.8
34025,1337.9,2.66
34027,1052.8,2.68
34029,941.3,2.58
34031,2614.3,2.94
34033,186.5,2.56
34035,1118.6,2.71
34037,274.1,2.69
34039,5432.8,2.82
34041,300.8,2.57
35001,591.4,2.45
35003,0.5,2.03
35005,10.9,2.7
35006,5.8,2.79
35007,3.4,2.22
35009,37.8,2.63
35011,0.9,2.21
35013,58,2.71
35015,14.1,2.59
35017,7.9,2.3
35019,1.6,2.33
35021,0.3,1.99
35023,1.4,2.49
35025,16.4,2.82
35027,4.4,2.21
35028,165.4,2.33
35029,8.4,2.56
35031,13.4,3.22
35033,2.4,2.31
35035,9.9,2.51
35037,3,2.21
35039,6.7,2.53
35041,8,2.57
35043,39.7,2.75
35045,24.3,2.89
35047,6.2,2.34
35049,79.5,2.28
35051,2.7,1.98
35053,2.7,2.46
35055,14.8,2.19
35057,4.8,2.52
35059,1.1,2.29
35061,72.7,2.73
36001,595.5,2.27
36003,45.8,2.44
36005,34992.6,2.77
36007,276.8,2.32
36009,59.8,2.41
36011,108.3,2.41
36013,120.4,2.37
36015,212.2,2.37
36017,56.1,2.43
36019,74.2,2.37
36021,98.9,2.35
36023,98,2.45
36025,32.1,2.29
36027,365.4,2.57
36029,887.6,2.32
36031,20,2.26
36033,30.5,2.37
36035,104,2.4
36037,119.9,2.45
36039,75,2.31
36041,2.5,2.1
36043,43.4,2.4
36045,92.4,2.53
36047,38552.1,2.69
36049,21.4,2.55
36051,102.4,2.44
36053,110.3,2.46
36055,1136.3,2.39
36057,122.8,2.43
36059,4748.6,2.94
36061,72859.7,1.99
36063,405.9,2.34
36065,188.4,2.38
36067,589.7,2.4
36069,171.4,2.43
36071,469.6,2.86
36073,106.9,2.5
36075,120.3,2.52
36077,60.8,2.31
36079,409.4,2.77
36081,21704,2.82
36083,245.9,2.38
36085,8343,2.78
36087,1840.9,3.07
36089,40.6,2.43
36091,280,2.44
36093,748.9,2.39
36095,51.8,2.37
36097,53.8,2.39
36099,90.1,2.42
36101,69.5,2.41
36103,1637.9,2.93
36105,78.6,2.45
36107,95.7,2.49
36109,217.4,2.27
36111,159.4,2.4
36113,72.2,2.32
36115,75.3,2.49
36117,152.4,2.53
36119,2173.8,2.65
36121,69.5,2.46
36123,66.8,2.53
37001,380,2.45
37003,143.9,2.5
37005,47.8,2.31
37007,49.7,2.51
37009,64.4,2.29
37011,70.7,2.31
37013,58.9,2.37
37015,31.3,2.39
37017,39.1,2.4
37019,153.3,2.3
37021,403.5,2.3
37023,176.7,2.45
37025,574.1,2.69
37027,174.7,2.46
37029,43.9,2.71
37031,137.9,2.27
37033,55.2,2.43
37035,385.9,2.5
37037,106.3,2.43
37039,62.2,2.3
37041,84.8,2.4
37043,51.2,2.25
37045,211.9,2.49
37047,60.1,2.45
37049,144.3,2.45
37051,503.3,2.53
37053,104.7,2.64
37055,94.5,2.36
37057,299.3,2.5
37059,161.1,2.52
37061,73.2,2.57
37063,1073.7,2.35
37065,106.6,2.54
37067,916.7,2.41
37069,135.5,2.56
37071,616.1,2.54
37073,34.4,2.6
37075,30.5,2.37
37077,111.5,2.57
37079,80.5,2.6
37081,802.4,2.41
37083,72.4,2.42
37085,221.3,2.68
37087,112.8,2.28
37089,316.5,2.32
37091,68.5,2.4
37093,136.5,2.8
37095,8.1,2.35
37097,302.4,2.58
37099,85.3,2.23
37101,249.7,2.7
37103,21.8,2.41
37105,230.7,2.58
37107,145,2.39
37109,276.1,2.56
37111,104.8,2.43
37113,67.6,2.29
37115,49.3,2.32
37117,51.4,2.36
37119,2000.5,2.49
37121,70,2.3
37123,55,2.53
37125,141.9,2.33
37127,177.2,2.48
37129,1150.1,2.28
37131,40.8,2.32
37133,261.7,2.66
37135,356.3,2.41
37137,41.3,2.27
37139,177.5,2.51
37141,70.6,2.51
37143,54.8,2.39
37145,100,2.47
37147,272.6,2.39
37149,89,2.24
37151,186.3,2.54
37153,96.3,2.47
37155,142.9,2.71
37157,162.6,2.39
37159,275.4,2.52
37161,120.9,2.42
37163,68.1,2.6
37165,112.4,2.53
37167,154.9,2.48
37169,102.6,2.42
37171,136.1,2.43
37173,27.3,2.42
37175,93.6,2.22
37177,11,2.37
37179,369.2,2.94
37181,166.9,2.56
37183,1274.8,2.55
37185,46.8,2.38
37187,33.1,2.37
37189,176.8,2.24
37191,226.2,2.5
37193,93.3,2.41
37195,223.7,2.49
37197,113,2.46
37199,58.9,2.31
38001,2.3,2.09
38003,7.2,2.19
38005,4.6,2.98
38007,0.8,2.16
38009,3.9,2.17
38011,2.9,2.22
38013,2,2.15
38015,59.7,2.31
38017,104.6,2.27
38019,2.5,2.15
38021,4.4,2.29
38023,1.9,2.05
38025,2.2,2.43
38027,3.6,2.18
38029,2.2,2.19
38031,5,2.2
38033,1.8,2.1
38035,51.7,2.28
38037,1.4,2.1
38039,3.3,2.1
38041,2.2,2.19
38043,1.7,2.3
38045,3.6,2.23
38047,2,2.28
38049,3.1,2.25
38051,2.7,2.07
38053,5.4,2.58
38055,4.3,2.25
38057,8.1,2.29
38059,17.3,2.38
38061,5.2,2.55
38063,3.1,2.07
38065,2.6,2.44
38067,6.4,2.23
38069,4,2.23
38071,8.8,2.21
38073,6.3,2.28
38075,2.8,2.28
38077,11.3,2.31
38079,15.3,2.89
38081,4.6,2.26
38083,1.3,2.05
38085,3.8,3.55
38087,0.6,2.23
38089,25.6,2.31
38091,2.7,2.29
38093,9.4,2.17
38095,2.1,2.1
38097,9.4,2.29
38099,8.4,2.27
38101,35.9,2.36
38103,3.2,2.1
38105,19.7,2.35
39001,48,2.53
39003,260.3,2.47
39005,127.1,2.53
39007,140.2,2.5
39009,131.9,2.35
39011,116.3,2.53
39013,127.6,2.32
39015,90.4,2.6
39017,825.5,2.63
39019,70.8,2.5
39021,92,2.56
39023,334.9,2.45
39025,452.1,2.61
39027,103.4,2.52
39029,195.1,2.43
39031,64.8,2.49
39033,105.9,2.39
39035,2722.7,2.29
39037,86.9,2.5
39039,92.9,2.51
39041,443.8,2.74
39043,296.1,2.37
39045,307.8,2.64
39047,71.1,2.49
39049,2381.3,2.38
39051,106,2.61
39053,63.8,2.49
39055,233.6,2.7
39057,399.5,2.43
39059,75.4,2.44
39061,1987.5,2.34
39063,143.6,2.42
39065,67.5,2.53
39067,40.2,2.4
39069,66.9,2.55
39071,77.8,2.58
39073,67.7,2.52
39075,104.2,3.31
39077,120.1,2.59
39079,77.9,2.53
39081,164.7,2.32
39083,117.7,2.54
39085,1006.5,2.41
39087,134,2.47
39089,255.1,2.55
39091,98.8,2.51
39093,628.4,2.51
39095,1258.8,2.39
39097,95.3,2.59
39099,536.7,2.34
39101,163.5,2.47
39103,429.6,2.63
39105,54.4,2.46
39107,87.3,2.6
39109,262.1,2.48
39111,32,2.39
39113,1146.1,2.33
39115,35.8,2.46
39117,86.8,2.68
39119,128.2,2.46
39121,36.3,2.47
39123,157.1,2.34
39125,45.7,2.51
39127,87.8,2.63
39129,115.7,2.61
39131,64.1,2.56
39133,329.5,2.47
39135,98.5,2.56
39137,71.3,2.66
39139,244.3,2.4
39141,112.2,2.48
39143,145.6,2.48
39145,125.2,2.46
39147,101.5,2.49
39149,120.7,2.64
39151,652.2,2.42
39153,1301.5,2.39
39155,317.5,2.4
39157,163,2.47
39159,132.5,2.73
39161,70.1,2.48
39163,31.9,2.54
39165,574.9,2.7
39167,95.5,2.34
39169,211.1,2.61
39171,89,2.43
39173,212.1,2.43
39175,54.6,2.46
40001,38.9,2.77
40003,6.6,2.27
40005,15,2.49
40007,3.2,2.55
40009,25.4,2.48
40011,10.7,2.46
40013,49.2,2.45
40015,23.7,2.6
40017,155.4,2.66
40019,59.4,2.51
40021,64.1,2.52
40023,18.8,2.4
40025,1.3,2.36
40027,519.9,2.49
40029,11.5,2.5
40031,115.7,2.53
40033,9.5,2.47
40035,19.7,2.46
40037,75.2,2.6
40039,29.4,2.43
40041,54.1,2.41
40043,4.8,2.43
40045,3.4,2.3
40047,59.2,2.43
40049,35.2,2.46
40051,51.1,2.58
40053,4.6,2.33
40055,9.4,2.34
40057,5.5,2.54
40059,3.5,2.39
40061,21.3,2.52
40063,16.8,2.46
40065,32.2,2.51
40067,8.2,2.4
40069,17.4,2.47
40071,47.9,2.44
40073,17.9,2.6
40075,8.9,2.33
40077,15,2.51
40079,32.2,2.58
40081,37.3,2.56
40083,62.6,2.6
40085,19.9,2.51
40087,70,2.66
40089,17.5,2.52
40091,28.8,2.35
40093,8.3,2.4
40095,39.7,2.45
40097,62,2.54
40099,33.5,2.46
40101,84.7,2.49
40103,15.6,2.45
40105,18.5,2.46
40107,20.1,2.52
40109,1130.1,2.45
40111,56.9,2.52
40113,21,2.53
40115,65.6,2.5
40117,28.3,2.53
40119,119.1,2.31
40121,32.9,2.41
40123,53.8,2.44
40125,91.8,2.56
40127,8,2.38
40129,3.2,2.47
40131,132.8,2.69
40133,39.7,2.55
40135,60.9,2.59
40137,49.4,2.46
40139,10.3,2.78
40141,8.9,2.4
40143,1129.4,2.46
40145,135.3,2.71
40147,123.8,2.39
40149,11.4,2.48
40151,7.2,2.23
40153,16.9,2.46
41001,5.3,2.24
41003,136.3,2.35
41005,219.9,2.56
41007,41.9,2.29
41009,74.8,2.55
41011,40.6,2.29
41013,7.7,2.42
41015,14.8,2.12
41017,61.1,2.44
41019,22.2,2.38
41021,1.5,2.14
41023,1.6,2.19
41025,0.7,2.28
41027,45.3,2.64
41029,79.5,2.4
41031,13.3,2.68
41033,53.9,2.34
41035,11.2,2.4
41037,1,2.2
41039,81.5,2.35
41041,49.6,2.2
41043,54.6,2.55
41045,3.1,2.69
41047,283.6,2.7
41049,5.8,2.85
41051,1758.4,2.35
41053,111.4,2.6
41055,2.1,2.27
41057,23.7,2.29
41059,24.1,2.67
41061,13.3,2.38
41063,2.4,2.2
41065,11.1,2.44
41067,824.4,2.6
41069,0.9,2.18
41071,148.8,2.7
42001,201.9,2.56
42003,1660.7,2.23
42005,101,2.38
42007,379.8,2.34
42009,48.4,2.43
42011,486.2,2.59
42013,239.7,2.37
42015,53.2,2.45
42017,1021.2,2.63
42019,241.9,2.45
42021,196.2,2.3
42023,11.7,2.2
42025,166.1,2.42
42027,149.5,2.38
42029,692.9,2.65
42031,64.5,2.37
42033,70.9,2.37
42035,44,2.42
42037,137.4,2.38
42039,83.8,2.42
42041,465.2,2.37
42043,497.5,2.37
42045,3073.2,2.57
42047,37.1,2.31
42049,346.4,2.42
42051,169.6,2.36
42053,17.4,2.08
42055,201.9,2.52
42057,34.4,2.45
42059,65.2,2.42
42061,51.6,2.39
42063,104.8,2.39
42065,67.9,2.39
42067,63.9,2.57
42069,466,2.37
42071,558.2,2.62
42073,244.1,2.39
42075,391.6,2.49
42077,1056,2.54
42079,353.1,2.34
42081,93.3,2.37
42083,42.7,2.34
42085,167.3,2.37
42087,114.8,2.46
42089,278.6,2.72
42091,1718.7,2.53
42093,142.3,2.36
42095,820.2,2.53
42097,194.9,2.32
42099,84.5,2.53
42101,11308.4,2.45
42103,99.9,2.59
42105,15.8,2.39
42107,186.6,2.35
42109,124.6,2.53
42111,69.8,2.35
42113,13.6,2.16
42115,50.8,2.42
42117,36.7,2.39
42119,143.2,2.43
42121,77.7,2.37
42123,45.5,2.31
42125,247.3,2.37
42127,73.7,2.38
42129,347.7,2.32
42131,68.9,2.46
42133,497.7,2.53
44001,1990.3,2.44
44003,959.3,2.4
44005,781.7,2.27
44007,1483.4,2.48
44009,368,2.45
45001,49.9,2.45
45003,159,2.45
45005,24.8,2.45
45007,266.5,2.5
45009,39.4,2.44
45011,39.3,2.5
45013,302.3,2.42
45015,176.5,2.66
45017,38.5,2.47
45019,416.8,2.36
45021,145.5,2.54
45023,56.5,2.56
45025,58.1,2.52
45027,50.5,2.54
45029,36.3,2.54
45031,120.6,2.54
45033,77.4,2.65
45035,277.6,2.68
45037,54.6,2.56
45039,33.7,2.5
45041,175.5,2.54
45043,75.3,2.43
45045,646,2.49
45047,153.5,2.43
45049,39.6,2.57
45051,293,2.37
45053,45.8,2.73
45055,89,2.56
45057,167.6,2.51
45059,94.3,2.51
45061,44.6,2.54
45063,391.7,2.53
45065,26.9,2.22
45067,65.5,2.52
45069,56.6,2.47
45071,60.2,2.47
45073,115.4,2.4
45075,80.3,2.49
45077,247.7,2.48
45079,542.5,2.43
45081,44.1,2.61
45083,380.6,2.53
45085,160.3,2.59
45087,54.6,2.38
45089,35,2.53
45091,384.5,2.59
46003,3.9,2.37
46005,14.3,2.31
46007,2.9,3.11
46009,12.2,2.24
46011,44.3,2.36
46013,23,2.27
46015,6.5,2.4
46017,4.1,3.59
46019,4.5,2.4
46021,1.8,2.11
46023,8.2,2.63
46025,3.9,2.22
46027,34.2,2.28
46029,40,2.35
46031,1.6,3.21
46033,5.8,2.19
46035,47.2,2.26
46037,5.2,2.22
46039,6.9,2.37
46041,2.3,3.05
46043,6.9,2.33
46045,3.5,2.27
46047,4.1,2.1
46049,2.4,2.15
46051,10.6,2.35
46053,4,2.18
46055,1.1,2.24
46057,11.5,2.68
46059,2.4,2.26
46061,7.7,2.69
46063,0.5,2.27
46065,22.4,2.3
46067,9.2,2.22
46069,1.7,2.3
46071,1.7,3
46073,3.9,2.18
46075,1.1,2.2
46077,6,2.23
46079,20.8,2.3
46081,32.4,2.19
46083,99.3,2.68
46085,2.3,2.67
46087,10,2.45
46089,2.1,2.06
46091,5.5,2.36
46093,8.1,2.49
46095,1.6,2.88
46097,4.1,2.24
46099,241.4,2.43
46101,12.7,2.48
46102,6.8,4.29
46103,40.6,2.38
46105,1,2.26
46107,2.6,2.13
46109,9.2,2.58
46111,4.2,2.24
46115,4.3,2.3
46117,2.1,2.42
46119,1.3,2.25
46121,7.1,3.45
46123,3.5,2.28
46125,13.9,2.37
46127,34.7,2.49
46129,7.4,2.21
46135,42.8,2.3
46137,1.4,3.35
47001,223.6,2.37
47003,102.4,2.69
47005,37.1,2.31
47007,37.2,2.51
47009,233.2,2.46
47011,322.9,2.54
47013,80.3,2.46
47015,53.5,2.49
47017,46.9,2.39
47019,163.5,2.31
47021,133.7,2.67
47023,61.8,2.56
47025,75,2.41
47027,29.8,2.31
47029,79.7,2.39
47031,127.2,2.5
47033,55.6,2.52
47035,86,2.33
47037,1351.7,2.32
47039,33.9,2.34
47041,58.5,2.48
47043,109.9,2.57
47045,72.9,2.49
47047,58.6,2.62
47049,37.4,2.46
47051,73.6,2.45
47053,84.1,2.47
47055,48.9,2.43
47057,77.5,2.49
47059,111.5,2.39
47061,41.4,2.5
47063,365.5,2.51
47065,638.1,2.39
47067,30.1,2.36
47069,39.3,2.52
47071,43.7,2.41
47073,114.6,2.42
47075,34.6,2.5
47077,53.9,2.45
47079,55.4,2.34
47081,40.7,2.58
47083,39.4,2.46
47085,33.8,2.46
47087,36,2.39
47089,172.3,2.51
47091,59.2,2.28
47093,885.4,2.37
47095,39.7,2.35
47097,53.2,2.56
47099,70,2.55
47101,42.7,2.5
47103,59.6,2.47
47105,213.3,2.42
47107,124.1,2.46
47109,47.1,2.49
47111,77.5,2.57
47113,179.8,2.47
47115,57,2.45
47117,87.7,2.55
47119,151.2,2.52
47121,56.9,2.48
47123,71.2,2.49
47125,367.8,2.65
47127,49.9,2.51
47129,42.5,2.53
47131,56,2.4
47133,51.3,2.47
47135,19.1,2.47
47137,29.9,2.3
47139,40.9,2.49
47141,192.9,2.41
47143,98.1,2.52
47145,136.2,2.39
47147,148.7,2.71
47149,507,2.68
47151,42.5,2.53
47153,56.6,2.52
47155,160.5,2.52
47157,1217.3,2.59
47159,61.3,2.57
47161,26.7,2.46
47163,371.9,2.33
47165,342.7,2.61
47167,132.9,2.78
47169,72.5,2.6
47171,96.1,2.32
47173,79.3,2.56
47175,21.2,2.43
47177,94,2.48
47179,393.6,2.31
47181,23.2,2.43
47183,58.4,2.36
47185,71.1,2.48
47187,401.7,2.81
47189,240.2,2.65
48001,55,2.57
48003,11.7,2.8
48005,105.3,2.7
48007,103.1,2.32
48009,9.6,2.54
48011,2.1,2.46
48013,40.6,2.92
48015,46.8,2.6
48017,8.8,2.86
48019,28.8,2.35
48021,96.7,2.78
48023,4.2,2.19
48025,37.8,2.69
48027,327.7,2.65
48029,1579.5,2.75
48031,16.2,2.41
48033,0.7,2.43
48035,19,2.47
48037,104,2.49
48039,262.7,2.84
48041,391.8,2.53
